date,team,request_type,team_request_type,volume
2023-05-01 00:00:00,Team B,Request 1,Team B - Request 1,148
2023-05-01 00:00:00,Team A,Request 20,Team A - Request 20,654
2023-05-01 00:00:00,Team A,Request 19,Team A - Request 19,603
2023-05-01 00:00:00,Team A,Request 18,Team A - Request 18,996
2023-05-01 00:00:00,Team A,Request 17,Team A - Request 17,259
2023-05-01 00:00:00,Team A,Request 16,Team A - Request 16,135
2023-05-01 00:00:00,Team A,Request 15,Team A - Request 15,293
2023-05-01 00:00:00,Team A,Request 14,Team A - Request 14,903
2023-05-01 00:00:00,Team A,Request 12,Team A - Request 12,660
2023-05-01 00:00:00,Team A,Request 11,Team A - Request 11,450
2023-05-01 00:00:00,Team A,Request 10,Team A - Request 10,880
2023-05-01 00:00:00,Team A,Request 9,Team A - Request 9,898
2023-05-01 00:00:00,Team A,Request 8,Team A - Request 8,986
2023-05-01 00:00:00,Team A,Request 7,Team A - Request 7,711
2023-05-01 00:00:00,Team A,Request 6,Team A - Request 6,520
2023-05-01 00:00:00,Team A,Request 5,Team A - Request 5,343
2023-05-01 00:00:00,Team A,Request 4,Team A - Request 4,300
2023-05-01 00:00:00,Team A,Request 3,Team A - Request 3,572
2023-05-01 00:00:00,Team A,Request 2,Team A - Request 2,475
2023-05-01 00:00:00,Team C,Request 10,Team C - Request 10,121
2023-05-01 00:00:00,Team B,Request 3,Team B - Request 3,215
2023-05-01 00:00:00,Team B,Request 4,Team B - Request 4,600
2023-05-01 00:00:00,Team A,Request 13,Team A - Request 13,149
2023-05-01 00:00:00,Team B,Request 6,Team B - Request 6,85
2023-05-01 00:00:00,Team C,Request 8,Team C - Request 8,244
2023-05-01 00:00:00,Team B,Request 5,Team B - Request 5,596
2023-05-01 00:00:00,Team C,Request 7,Team C - Request 7,294
2023-05-01 00:00:00,Team C,Request 6,Team C - Request 6,954
2023-05-01 00:00:00,Team C,Request 5,Team C - Request 5,243
2023-05-01 00:00:00,Team C,Request 4,Team C - Request 4,487
2023-05-01 00:00:00,Team C,Request 3,Team C - Request 3,241
2023-05-01 00:00:00,Team C,Request 1,Team C - Request 1,528
2023-05-01 00:00:00,Team B,Request 20,Team B - Request 20,596
2023-05-01 00:00:00,Team B,Request 19,Team B - Request 19,907
2023-05-01 00:00:00,Team B,Request 18,Team B - Request 18,819
2023-05-01 00:00:00,Team C,Request 2,Team C - Request 2,879
2023-05-01 00:00:00,Team B,Request 8,Team B - Request 8,393
2023-05-01 00:00:00,Team B,Request 16,Team B - Request 16,706
2023-05-01 00:00:00,Team B,Request 15,Team B - Request 15,309
2023-05-01 00:00:00,Team B,Request 14,Team B - Request 14,119
2023-05-01 00:00:00,Team B,Request 13,Team B - Request 13,364
2023-05-01 00:00:00,Team B,Request 12,Team B - Request 12,276
2023-05-01 00:00:00,Team B,Request 11,Team B - Request 11,996
2023-05-01 00:00:00,Team B,Request 10,Team B - Request 10,215
2023-05-01 00:00:00,Team B,Request 9,Team B - Request 9,424
2023-05-01 00:00:00,Team B,Request 17,Team B - Request 17,334
2023-05-01 00:00:00,Team B,Request 7,Team B - Request 7,277
2023-06-01 00:00:00,Team D,Request 6,Team D - Request 6,170
2023-06-01 00:00:00,Team D,Request 7,Team D - Request 7,577
2023-06-01 00:00:00,Team D,Request 8,Team D - Request 8,305
2023-06-01 00:00:00,Team D,Request 9,Team D - Request 9,931
2023-06-01 00:00:00,Team D,Request 14,Team D - Request 14,487
2023-06-01 00:00:00,Team D,Request 11,Team D - Request 11,824
2023-06-01 00:00:00,Team D,Request 12,Team D - Request 12,793
2023-06-01 00:00:00,Team D,Request 13,Team D - Request 13,326
2023-06-01 00:00:00,Team D,Request 5,Team D - Request 5,996
2023-06-01 00:00:00,Team D,Request 10,Team D - Request 10,732
2023-06-01 00:00:00,Team D,Request 4,Team D - Request 4,59
2023-06-01 00:00:00,Team C,Request 13,Team C - Request 13,896
2023-06-01 00:00:00,Team D,Request 2,Team D - Request 2,179
2023-06-01 00:00:00,Team D,Request 1,Team D - Request 1,649
2023-06-01 00:00:00,Team C,Request 20,Team C - Request 20,307
2023-06-01 00:00:00,Team C,Request 19,Team C - Request 19,670
2023-06-01 00:00:00,Team C,Request 18,Team C - Request 18,114
2023-06-01 00:00:00,Team C,Request 17,Team C - Request 17,420
2023-06-01 00:00:00,Team C,Request 16,Team C - Request 16,31
2023-06-01 00:00:00,Team C,Request 15,Team C - Request 15,884
2023-06-01 00:00:00,Team C,Request 14,Team C - Request 14,942
2023-06-01 00:00:00,Team E,Request 20,Team E - Request 20,578
2023-06-01 00:00:00,Team D,Request 3,Team D - Request 3,707
2023-06-01 00:00:00,Team D,Request 15,Team D - Request 15,777
2023-06-01 00:00:00,Team E,Request 19,Team E - Request 19,524
2023-06-01 00:00:00,Team D,Request 17,Team D - Request 17,800
2023-06-01 00:00:00,Team C,Request 12,Team C - Request 12,793
2023-06-01 00:00:00,Team E,Request 18,Team E - Request 18,122
2023-06-01 00:00:00,Team E,Request 17,Team E - Request 17,370
2023-06-01 00:00:00,Team E,Request 16,Team E - Request 16,428
2023-06-01 00:00:00,Team E,Request 15,Team E - Request 15,64
2023-06-01 00:00:00,Team E,Request 14,Team E - Request 14,233
2023-06-01 00:00:00,Team E,Request 13,Team E - Request 13,372
2023-06-01 00:00:00,Team E,Request 12,Team E - Request 12,336
2023-06-01 00:00:00,Team E,Request 11,Team E - Request 11,696
2023-06-01 00:00:00,Team E,Request 10,Team E - Request 10,166
2023-06-01 00:00:00,Team D,Request 16,Team D - Request 16,809
2023-06-01 00:00:00,Team E,Request 9,Team E - Request 9,476
2023-06-01 00:00:00,Team E,Request 7,Team E - Request 7,343
2023-06-01 00:00:00,Team E,Request 6,Team E - Request 6,654
2023-06-01 00:00:00,Team E,Request 5,Team E - Request 5,503
2023-06-01 00:00:00,Team E,Request 4,Team E - Request 4,330
2023-06-01 00:00:00,Team E,Request 3,Team E - Request 3,745
2023-06-01 00:00:00,Team E,Request 2,Team E - Request 2,667
2023-06-01 00:00:00,Team E,Request 1,Team E - Request 1,692
2023-06-01 00:00:00,Team D,Request 20,Team D - Request 20,464
2023-06-01 00:00:00,Team D,Request 19,Team D - Request 19,113
2023-06-01 00:00:00,Team D,Request 18,Team D - Request 18,144
2023-06-01 00:00:00,Team E,Request 8,Team E - Request 8,299
2023-06-01 00:00:00,Team C,Request 11,Team C - Request 11,97
2023-06-01 00:00:00,Team B,Request 6,Team B - Request 6,378
2023-06-01 00:00:00,Team C,Request 9,Team C - Request 9,249
2023-06-01 00:00:00,Team B,Request 2,Team B - Request 2,24
2023-06-01 00:00:00,Team B,Request 1,Team B - Request 1,274
2023-06-01 00:00:00,Team A,Request 20,Team A - Request 20,614
2023-06-01 00:00:00,Team A,Request 19,Team A - Request 19,251
2023-06-01 00:00:00,Team A,Request 18,Team A - Request 18,789
2023-06-01 00:00:00,Team A,Request 17,Team A - Request 17,920
2023-06-01 00:00:00,Team A,Request 16,Team A - Request 16,971
2023-06-01 00:00:00,Team A,Request 15,Team A - Request 15,550
2023-06-01 00:00:00,Team A,Request 14,Team A - Request 14,897
2023-06-01 00:00:00,Team A,Request 12,Team A - Request 12,139
2023-06-01 00:00:00,Team A,Request 11,Team A - Request 11,870
2023-06-01 00:00:00,Team A,Request 10,Team A - Request 10,69
2023-06-01 00:00:00,Team A,Request 9,Team A - Request 9,497
2023-06-01 00:00:00,Team A,Request 8,Team A - Request 8,15
2023-06-01 00:00:00,Team A,Request 7,Team A - Request 7,613
2023-06-01 00:00:00,Team A,Request 6,Team A - Request 6,499
2023-06-01 00:00:00,Team A,Request 5,Team A - Request 5,20
2023-06-01 00:00:00,Team A,Request 4,Team A - Request 4,533
2023-06-01 00:00:00,Team A,Request 3,Team A - Request 3,182
2023-06-01 00:00:00,Team A,Request 2,Team A - Request 2,383
2023-06-01 00:00:00,Team A,Request 1,Team A - Request 1,306
2023-06-01 00:00:00,Team B,Request 3,Team B - Request 3,305
2023-06-01 00:00:00,Team B,Request 4,Team B - Request 4,495
2023-06-01 00:00:00,Team A,Request 13,Team A - Request 13,388
2023-06-01 00:00:00,Team B,Request 7,Team B - Request 7,227
2023-06-01 00:00:00,Team B,Request 5,Team B - Request 5,34
2023-06-01 00:00:00,Team C,Request 8,Team C - Request 8,374
2023-06-01 00:00:00,Team C,Request 7,Team C - Request 7,380
2023-06-01 00:00:00,Team C,Request 6,Team C - Request 6,685
2023-06-01 00:00:00,Team C,Request 5,Team C - Request 5,910
2023-06-01 00:00:00,Team C,Request 4,Team C - Request 4,207
2023-06-01 00:00:00,Team C,Request 3,Team C - Request 3,111
2023-06-01 00:00:00,Team C,Request 2,Team C - Request 2,682
2023-06-01 00:00:00,Team C,Request 1,Team C - Request 1,598
2023-06-01 00:00:00,Team B,Request 20,Team B - Request 20,458
2023-06-01 00:00:00,Team B,Request 19,Team B - Request 19,424
2023-06-01 00:00:00,Team C,Request 10,Team C - Request 10,818
2023-06-01 00:00:00,Team B,Request 17,Team B - Request 17,930
2023-06-01 00:00:00,Team B,Request 18,Team B - Request 18,890
2023-06-01 00:00:00,Team B,Request 9,Team B - Request 9,456
2023-06-01 00:00:00,Team B,Request 10,Team B - Request 10,706
2023-06-01 00:00:00,Team B,Request 11,Team B - Request 11,492
2023-06-01 00:00:00,Team B,Request 12,Team B - Request 12,106
2023-06-01 00:00:00,Team B,Request 8,Team B - Request 8,136
2023-06-01 00:00:00,Team B,Request 14,Team B - Request 14,32
2023-06-01 00:00:00,Team B,Request 15,Team B - Request 15,213
2023-06-01 00:00:00,Team B,Request 16,Team B - Request 16,223
2023-06-01 00:00:00,Team B,Request 13,Team B - Request 13,697
2023-07-01 00:00:00,Team D,Request 6,Team D - Request 6,289
2023-07-01 00:00:00,Team D,Request 13,Team D - Request 13,103
2023-07-01 00:00:00,Team D,Request 12,Team D - Request 12,131
2023-07-01 00:00:00,Team D,Request 11,Team D - Request 11,140
2023-07-01 00:00:00,Team D,Request 10,Team D - Request 10,322
2023-07-01 00:00:00,Team D,Request 9,Team D - Request 9,249
2023-07-01 00:00:00,Team D,Request 14,Team D - Request 14,833
2023-07-01 00:00:00,Team D,Request 8,Team D - Request 8,958
2023-07-01 00:00:00,Team D,Request 7,Team D - Request 7,51
2023-07-01 00:00:00,Team D,Request 5,Team D - Request 5,498
2023-07-01 00:00:00,Team C,Request 19,Team C - Request 19,963
2023-07-01 00:00:00,Team D,Request 3,Team D - Request 3,139
2023-07-01 00:00:00,Team D,Request 2,Team D - Request 2,817
2023-07-01 00:00:00,Team D,Request 1,Team D - Request 1,45
2023-07-01 00:00:00,Team C,Request 20,Team C - Request 20,18
2023-07-01 00:00:00,Team C,Request 18,Team C - Request 18,645
2023-07-01 00:00:00,Team C,Request 17,Team C - Request 17,370
2023-07-01 00:00:00,Team C,Request 16,Team C - Request 16,319
2023-07-01 00:00:00,Team C,Request 15,Team C - Request 15,68
2023-07-01 00:00:00,Team C,Request 14,Team C - Request 14,657
2023-07-01 00:00:00,Team D,Request 15,Team D - Request 15,905
2023-07-01 00:00:00,Team D,Request 4,Team D - Request 4,54
2023-07-01 00:00:00,Team C,Request 13,Team C - Request 13,725
2023-07-01 00:00:00,Team E,Request 20,Team E - Request 20,438
2023-07-01 00:00:00,Team D,Request 18,Team D - Request 18,116
2023-07-01 00:00:00,Team C,Request 12,Team C - Request 12,270
2023-07-01 00:00:00,Team E,Request 19,Team E - Request 19,164
2023-07-01 00:00:00,Team E,Request 18,Team E - Request 18,907
2023-07-01 00:00:00,Team E,Request 17,Team E - Request 17,72
2023-07-01 00:00:00,Team E,Request 16,Team E - Request 16,531
2023-07-01 00:00:00,Team E,Request 15,Team E - Request 15,680
2023-07-01 00:00:00,Team E,Request 14,Team E - Request 14,655
2023-07-01 00:00:00,Team E,Request 13,Team E - Request 13,185
2023-07-01 00:00:00,Team E,Request 12,Team E - Request 12,636
2023-07-01 00:00:00,Team E,Request 11,Team E - Request 11,696
2023-07-01 00:00:00,Team D,Request 17,Team D - Request 17,136
2023-07-01 00:00:00,Team E,Request 10,Team E - Request 10,836
2023-07-01 00:00:00,Team E,Request 8,Team E - Request 8,548
2023-07-01 00:00:00,Team E,Request 7,Team E - Request 7,743
2023-07-01 00:00:00,Team E,Request 6,Team E - Request 6,828
2023-07-01 00:00:00,Team E,Request 5,Team E - Request 5,838
2023-07-01 00:00:00,Team E,Request 4,Team E - Request 4,123
2023-07-01 00:00:00,Team E,Request 3,Team E - Request 3,291
2023-07-01 00:00:00,Team E,Request 2,Team E - Request 2,435
2023-07-01 00:00:00,Team E,Request 1,Team E - Request 1,592
2023-07-01 00:00:00,Team D,Request 20,Team D - Request 20,14
2023-07-01 00:00:00,Team D,Request 19,Team D - Request 19,604
2023-07-01 00:00:00,Team E,Request 9,Team E - Request 9,987
2023-07-01 00:00:00,Team C,Request 11,Team C - Request 11,823
2023-07-01 00:00:00,Team D,Request 16,Team D - Request 16,613
2023-07-01 00:00:00,Team C,Request 9,Team C - Request 9,372
2023-07-01 00:00:00,Team B,Request 2,Team B - Request 2,761
2023-07-01 00:00:00,Team B,Request 1,Team B - Request 1,362
2023-07-01 00:00:00,Team A,Request 20,Team A - Request 20,30
2023-07-01 00:00:00,Team A,Request 19,Team A - Request 19,49
2023-07-01 00:00:00,Team A,Request 18,Team A - Request 18,571
2023-07-01 00:00:00,Team A,Request 17,Team A - Request 17,333
2023-07-01 00:00:00,Team A,Request 16,Team A - Request 16,227
2023-07-01 00:00:00,Team A,Request 15,Team A - Request 15,939
2023-07-01 00:00:00,Team A,Request 14,Team A - Request 14,640
2023-07-01 00:00:00,Team C,Request 10,Team C - Request 10,911
2023-07-01 00:00:00,Team B,Request 3,Team B - Request 3,59
2023-07-01 00:00:00,Team A,Request 12,Team A - Request 12,235
2023-07-01 00:00:00,Team A,Request 10,Team A - Request 10,387
2023-07-01 00:00:00,Team A,Request 9,Team A - Request 9,523
2023-07-01 00:00:00,Team A,Request 8,Team A - Request 8,490
2023-07-01 00:00:00,Team A,Request 7,Team A - Request 7,1000
2023-07-01 00:00:00,Team A,Request 6,Team A - Request 6,459
2023-07-01 00:00:00,Team A,Request 5,Team A - Request 5,125
2023-07-01 00:00:00,Team A,Request 4,Team A - Request 4,931
2023-07-01 00:00:00,Team A,Request 3,Team A - Request 3,471
2023-07-01 00:00:00,Team A,Request 2,Team A - Request 2,856
2023-07-01 00:00:00,Team A,Request 1,Team A - Request 1,360
2023-07-01 00:00:00,Team A,Request 11,Team A - Request 11,371
2023-07-01 00:00:00,Team B,Request 4,Team B - Request 4,929
2023-07-01 00:00:00,Team A,Request 13,Team A - Request 13,683
2023-07-01 00:00:00,Team B,Request 6,Team B - Request 6,446
2023-07-01 00:00:00,Team B,Request 5,Team B - Request 5,162
2023-07-01 00:00:00,Team C,Request 8,Team C - Request 8,412
2023-07-01 00:00:00,Team C,Request 7,Team C - Request 7,52
2023-07-01 00:00:00,Team C,Request 6,Team C - Request 6,78
2023-07-01 00:00:00,Team C,Request 5,Team C - Request 5,815
2023-07-01 00:00:00,Team C,Request 4,Team C - Request 4,863
2023-07-01 00:00:00,Team C,Request 3,Team C - Request 3,836
2023-07-01 00:00:00,Team C,Request 1,Team C - Request 1,982
2023-07-01 00:00:00,Team B,Request 20,Team B - Request 20,761
2023-07-01 00:00:00,Team B,Request 19,Team B - Request 19,294
2023-07-01 00:00:00,Team B,Request 18,Team B - Request 18,176
2023-07-01 00:00:00,Team C,Request 2,Team C - Request 2,97
2023-07-01 00:00:00,Team B,Request 16,Team B - Request 16,399
2023-07-01 00:00:00,Team B,Request 17,Team B - Request 17,376
2023-07-01 00:00:00,Team B,Request 8,Team B - Request 8,791
2023-07-01 00:00:00,Team B,Request 9,Team B - Request 9,781
2023-07-01 00:00:00,Team B,Request 10,Team B - Request 10,959
2023-07-01 00:00:00,Team B,Request 11,Team B - Request 11,913
2023-07-01 00:00:00,Team B,Request 7,Team B - Request 7,26
2023-07-01 00:00:00,Team B,Request 13,Team B - Request 13,909
2023-07-01 00:00:00,Team B,Request 14,Team B - Request 14,992
2023-07-01 00:00:00,Team B,Request 15,Team B - Request 15,802
2023-07-01 00:00:00,Team B,Request 12,Team B - Request 12,235
2023-08-01 00:00:00,Team D,Request 5,Team D - Request 5,424
2023-08-01 00:00:00,Team D,Request 13,Team D - Request 13,913
2023-08-01 00:00:00,Team D,Request 12,Team D - Request 12,34
2023-08-01 00:00:00,Team D,Request 11,Team D - Request 11,377
2023-08-01 00:00:00,Team D,Request 10,Team D - Request 10,529
2023-08-01 00:00:00,Team D,Request 9,Team D - Request 9,540
2023-08-01 00:00:00,Team D,Request 8,Team D - Request 8,952
2023-08-01 00:00:00,Team D,Request 7,Team D - Request 7,324
2023-08-01 00:00:00,Team D,Request 6,Team D - Request 6,118
2023-08-01 00:00:00,Team D,Request 4,Team D - Request 4,256
2023-08-01 00:00:00,Team C,Request 12,Team C - Request 12,129
2023-08-01 00:00:00,Team D,Request 2,Team D - Request 2,621
2023-08-01 00:00:00,Team D,Request 1,Team D - Request 1,894
2023-08-01 00:00:00,Team C,Request 20,Team C - Request 20,404
2023-08-01 00:00:00,Team C,Request 19,Team C - Request 19,238
2023-08-01 00:00:00,Team C,Request 18,Team C - Request 18,583
2023-08-01 00:00:00,Team C,Request 17,Team C - Request 17,186
2023-08-01 00:00:00,Team C,Request 16,Team C - Request 16,89
2023-08-01 00:00:00,Team C,Request 15,Team C - Request 15,734
2023-08-01 00:00:00,Team C,Request 14,Team C - Request 14,86
2023-08-01 00:00:00,Team C,Request 13,Team C - Request 13,594
2023-08-01 00:00:00,Team D,Request 3,Team D - Request 3,655
2023-08-01 00:00:00,Team D,Request 14,Team D - Request 14,90
2023-08-01 00:00:00,Team E,Request 18,Team E - Request 18,973
2023-08-01 00:00:00,Team D,Request 16,Team D - Request 16,786
2023-08-01 00:00:00,Team C,Request 11,Team C - Request 11,900
2023-08-01 00:00:00,Team E,Request 17,Team E - Request 17,991
2023-08-01 00:00:00,Team E,Request 16,Team E - Request 16,476
2023-08-01 00:00:00,Team E,Request 15,Team E - Request 15,287
2023-08-01 00:00:00,Team E,Request 14,Team E - Request 14,644
2023-08-01 00:00:00,Team E,Request 13,Team E - Request 13,668
2023-08-01 00:00:00,Team E,Request 12,Team E - Request 12,901
2023-08-01 00:00:00,Team E,Request 11,Team E - Request 11,986
2023-08-01 00:00:00,Team E,Request 10,Team E - Request 10,346
2023-08-01 00:00:00,Team E,Request 9,Team E - Request 9,335
2023-08-01 00:00:00,Team D,Request 15,Team D - Request 15,594
2023-08-01 00:00:00,Team E,Request 8,Team E - Request 8,99
2023-08-01 00:00:00,Team E,Request 6,Team E - Request 6,284
2023-08-01 00:00:00,Team E,Request 5,Team E - Request 5,357
2023-08-01 00:00:00,Team E,Request 4,Team E - Request 4,536
2023-08-01 00:00:00,Team E,Request 3,Team E - Request 3,58
2023-08-01 00:00:00,Team E,Request 2,Team E - Request 2,462
2023-08-01 00:00:00,Team E,Request 1,Team E - Request 1,370
2023-08-01 00:00:00,Team D,Request 20,Team D - Request 20,249
2023-08-01 00:00:00,Team D,Request 19,Team D - Request 19,389
2023-08-01 00:00:00,Team D,Request 18,Team D - Request 18,524
2023-08-01 00:00:00,Team D,Request 17,Team D - Request 17,390
2023-08-01 00:00:00,Team E,Request 7,Team E - Request 7,968
2023-08-01 00:00:00,Team C,Request 10,Team C - Request 10,353
2023-08-01 00:00:00,Team B,Request 5,Team B - Request 5,367
2023-08-01 00:00:00,Team C,Request 8,Team C - Request 8,929
2023-08-01 00:00:00,Team A,Request 20,Team A - Request 20,14
2023-08-01 00:00:00,Team A,Request 19,Team A - Request 19,412
2023-08-01 00:00:00,Team A,Request 18,Team A - Request 18,859
2023-08-01 00:00:00,Team A,Request 17,Team A - Request 17,449
2023-08-01 00:00:00,Team A,Request 16,Team A - Request 16,853
2023-08-01 00:00:00,Team A,Request 15,Team A - Request 15,640
2023-08-01 00:00:00,Team A,Request 14,Team A - Request 14,352
2023-08-01 00:00:00,Team A,Request 13,Team A - Request 13,228
2023-08-01 00:00:00,Team A,Request 12,Team A - Request 12,856
2023-08-01 00:00:00,Team A,Request 11,Team A - Request 11,947
2023-08-01 00:00:00,Team A,Request 10,Team A - Request 10,595
2023-08-01 00:00:00,Team A,Request 9,Team A - Request 9,414
2023-08-01 00:00:00,Team A,Request 8,Team A - Request 8,139
2023-08-01 00:00:00,Team A,Request 7,Team A - Request 7,573
2023-08-01 00:00:00,Team A,Request 6,Team A - Request 6,490
2023-08-01 00:00:00,Team A,Request 5,Team A - Request 5,759
2023-08-01 00:00:00,Team A,Request 4,Team A - Request 4,911
